;0.0015,0.0027,0.0026,0.0012,0.1228,0.0013,0.0013,0.0035,0.0012,0.0014,0.0025,0.0059,0.0028,0.0013,0.0050,0.0014,0.0055,0.0026
无条件;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0061,0.0025,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0038
林心如;0.0101,0.0013,0.0026,0.0719,0.0090,0.0299,0.0026,0.0047,0.0012,0.0014,0.0012,0.0030,0.0028,0.0026,0.0023,0.0014,0.0016,0.0013
电风扇;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
馒头;0.0050,0.0033,0.0026,0.0036,0.0046,0.0013,0.0013,0.1061,0.0031,0.0035,0.0025,0.0088,0.0076,0.0013,0.0023,0.0047,0.0016,0.0013
思索;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
陈耀烨;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0055,0.0023,0.0014,0.0016,0.0013
选取;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
OculusRift;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
分封;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
德西;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0042,0.0023,0.0014,0.0016,0.0013
积冰;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
行囊;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0013
悲欢;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
征途;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0026,0.0014,0.0219,0.0035,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0032,0.0013
连夜;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0028,0.0041,0.0030,0.0028,0.0042,0.0122,0.0028,0.0032,0.0026
注意力;0.0166,0.0013,0.0026,0.0012,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0028,0.0016,0.0013
外逃;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
金银花;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
大路;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
碗筷;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
奔袭;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0028,0.0053,0.0030,0.0014,0.0032,0.0023,0.0014,0.0032,0.0013
远征军;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0053,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
怀胎;0.0115,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0050,0.0014,0.0016,0.0026
核销;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
金牌榜;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0055,0.0023,0.0014,0.0016,0.0026
送命;0.0028,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0072,0.0014,0.0016,0.0013
通关;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0461,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0026
Netflix;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
票房;0.0015,0.0013,0.0026,0.0493,0.0046,0.0013,0.0013,0.0014,0.0178,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
造像;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
教子有方;0.0036,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
中长期;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0070,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
割伤;0.0035,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
分层;0.0015,0.0013,0.0052,0.0012,0.0046,0.0026,0.0127,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
分居;0.0015,0.0013,0.0026,0.0051,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0024,0.0014,0.0016,0.0026
分局;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0062,0.0013,0.0023,0.0014,0.0016,0.0013
健身;0.0050,0.0013,0.0026,0.0099,0.0136,0.0287,0.0026,0.0123,0.0024,0.0014,0.0032,0.0059,0.0028,0.0312,0.0023,0.0047,0.0016,0.0095
梦游症;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
过客;0.0015,0.0013,0.0026,0.0012,0.0228,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
石达开;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0089,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
积分;0.0028,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0063,0.0014,0.0012,0.0030,0.0014,0.0055,0.0023,0.0014,0.0016,0.0013
棉花;0.0015,0.0013,0.0026,0.0024,0.0046,0.0026,0.0082,0.0075,0.0024,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
大赦;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
适合;0.0548,0.0545,0.0158,0.0126,0.0862,0.1341,0.0232,0.1183,0.0251,0.0035,0.0164,0.0385,0.0105,0.0146,0.0050,0.0248,0.1090,0.0046
大赛;0.0050,0.0044,0.0026,0.0087,0.0046,0.0103,0.0026,0.0160,0.0198,0.0075,0.0183,0.0059,0.0062,0.0301,0.0023,0.0075,0.0032,0.0270
大赞;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
刀尖;0.0015,0.0013,0.0026,0.0024,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0041,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
血型;0.0115,0.0013,0.0026,0.0024,0.0046,0.0013,0.0026,0.0028,0.0012,0.0014,0.0012,0.0179,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
唐高宗;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0047,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
中科院;0.0015,0.0013,0.0236,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0031,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
分子;0.0028,0.0013,0.0132,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0035,0.0143,0.0030,0.0028,0.0026,0.0050,0.0028,0.0016,0.0342
选区;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0038
券商;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0952,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
风景如画;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0099,0.0013
灵柩;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0053,0.0030,0.0051,0.0013,0.0023,0.0014,0.0016,0.0013
年轻人;0.0015,0.0254,0.0026,0.0040,0.0136,0.0043,0.0127,0.0047,0.0051,0.0075,0.0053,0.0178,0.0260,0.0042,0.0050,0.0162,0.0055,0.0188
秘史;0.0015,0.0027,0.0026,0.0040,0.0046,0.0026,0.0026,0.0014,0.0012,0.0136,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
灌注;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0039,0.0028,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
题目;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
禅师;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0155,0.0050,0.0014,0.0016,0.0013
阿拉斯加;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0069
杨洁篪;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0107
迷迷糊糊;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
别国;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0047,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0032,0.0026
点心;0.0028,0.0027,0.0026,0.0041,0.0046,0.0034,0.0013,0.0136,0.0024,0.0014,0.0012,0.0089,0.0043,0.0032,0.0023,0.0035,0.0032,0.0013
嫔妃;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0150,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
彭丽媛;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0044
凉拌;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.1073,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
直肠癌;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0178,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
储藏;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0047,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
奇观;0.0015,0.0013,0.0158,0.0024,0.0046,0.0013,0.0026,0.0014,0.0024,0.0028,0.0025,0.0030,0.0043,0.0026,0.0023,0.0014,0.0340,0.0038
祸心;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
罗汉果;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
礼服;0.0015,0.0013,0.0026,0.0051,0.0046,0.0503,0.0013,0.0028,0.0024,0.0014,0.0025,0.0030,0.0014,0.0026,0.0050,0.0014,0.0016,0.0026
饺子;0.0028,0.0013,0.0026,0.0024,0.0046,0.0026,0.0013,0.1257,0.0012,0.0035,0.0053,0.0059,0.0051,0.0042,0.0122,0.0028,0.0087,0.0026
天赋;0.0050,0.0033,0.0026,0.0063,0.0046,0.0013,0.0013,0.0014,0.0335,0.0014,0.0012,0.0030,0.0028,0.0290,0.0050,0.0035,0.0016,0.0013
黄曲霉;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
往返;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0142,0.0026
vivoX7;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
适口;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0061,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
秘书长;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0025,0.0030,0.0052,0.0032,0.0023,0.0014,0.0016,0.0307
CarPlay;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
分家;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0072,0.0014,0.0016,0.0013
人民警察;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
爱因斯坦;0.0015,0.0013,0.0527,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0100,0.0025,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0038
玉门关;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
支气管;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
餐桌;0.0065,0.0013,0.0026,0.0036,0.0046,0.0026,0.0026,0.0284,0.0012,0.0014,0.0012,0.0208,0.0062,0.0013,0.0023,0.0014,0.0016,0.0056
西伯利亚;0.0015,0.0013,0.0286,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0025,0.0030,0.0028,0.0013,0.0023,0.0028,0.0016,0.0082
预示;0.0091,0.0013,0.0026,0.0036,0.0046,0.0013,0.0057,0.0014,0.0024,0.0047,0.0025,0.0357,0.0014,0.0013,0.0023,0.0036,0.0016,0.0026
播放器;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
拒之门外;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
光环;0.0015,0.0027,0.0105,0.0040,0.0046,0.0013,0.0035,0.0014,0.0126,0.0014,0.0032,0.0030,0.0028,0.0013,0.0023,0.0028,0.0032,0.0026
奶茶;0.0065,0.0013,0.0026,0.0163,0.0046,0.0026,0.0057,0.0136,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0036,0.0016,0.0013
制图;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
好色;0.0015,0.0013,0.0026,0.0024,0.0046,0.0026,0.0013,0.0014,0.0012,0.0271,0.0012,0.0030,0.0014,0.0026,0.0072,0.0028,0.0032,0.0013
宣传画;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
惠普;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0122,0.0016,0.0026
肾衰竭;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0088,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
冯杰;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0035,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
电焊工;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
华夏银行;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0044,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
塔里克;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0039,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
补助;0.0028,0.0013,0.0026,0.0024,0.0046,0.0013,0.0044,0.0014,0.0012,0.0028,0.0025,0.0030,0.0167,0.0013,0.0023,0.0014,0.0016,0.0013
别墅;0.0015,0.0057,0.0026,0.0040,0.0046,0.0013,0.0044,0.0028,0.0024,0.0035,0.0032,0.0030,0.0209,0.0013,0.0123,0.0035,0.0198,0.0056
达州;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0026,0.0023,0.0014,0.0055,0.0013
Nexus;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0075,0.0016,0.0013
新生儿;0.1252,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0026
蚱蜢;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
嫂子;0.0101,0.0033,0.0026,0.0036,0.0090,0.0013,0.0013,0.0061,0.0031,0.0075,0.0032,0.0030,0.0028,0.0013,0.0172,0.0014,0.0032,0.0013
张柏芝;0.0035,0.0027,0.0026,0.0524,0.0046,0.0083,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0026,0.0023,0.0014,0.0039,0.0013
墨鱼;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0047,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
傲虎;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
山里人;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
大败;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0088,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
失误;0.0015,0.0027,0.0026,0.0040,0.0046,0.0026,0.0013,0.0014,0.0012,0.0122,0.0078,0.0030,0.0062,0.0333,0.0051,0.0075,0.0016,0.0044
行善;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0122,0.0014,0.0016,0.0013
始祖;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0051,0.0122,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
失调;0.0028,0.0013,0.0026,0.0012,0.0046,0.0026,0.0026,0.0014,0.0012,0.0028,0.0012,0.0089,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
出庭;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0045
CJ2016;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
稀世;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0026,0.0072,0.0014,0.0016,0.0013
逸事;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
到场;0.0015,0.0013,0.0026,0.0063,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0026,0.0023,0.0014,0.0016,0.0026
前去;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0035,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0071,0.0013
婚期;0.0015,0.0013,0.0026,0.0063,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0072,0.0014,0.0016,0.0013
归队;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0035,0.0012,0.0030,0.0014,0.0109,0.0023,0.0014,0.0016,0.0013
大象;0.0050,0.0057,0.0077,0.0036,0.0046,0.0083,0.0035,0.0047,0.0012,0.0061,0.0025,0.0030,0.0182,0.0042,0.0023,0.0014,0.0111,0.0235
转机;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0055,0.0050,0.0014,0.0032,0.0026
包工头;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0051,0.0013,0.0050,0.0014,0.0016,0.0013
归降;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
饭局;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0075,0.0012,0.0028,0.0012,0.0030,0.0028,0.0013,0.0025,0.0035,0.0016,0.0013
Levante;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
悄然;0.0015,0.0027,0.0052,0.0036,0.0091,0.0026,0.0163,0.0014,0.0039,0.0014,0.0025,0.0059,0.0051,0.0032,0.0023,0.0109,0.0032,0.0026
速冻;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0075,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
冤案;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0161,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
车标;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
凶年;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
蚰蜒;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
风潮;0.0015,0.0027,0.0026,0.0036,0.0046,0.0092,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0035,0.0016,0.0038
额尔古纳;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
切诺基;0.0015,0.0092,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
复辟;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0061,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
出差;0.0028,0.0027,0.0026,0.0024,0.0046,0.0013,0.0027,0.0061,0.0012,0.0035,0.0012,0.0030,0.0076,0.0013,0.0149,0.0035,0.0126,0.0026
初始;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0063,0.0014,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
车架;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
楚灵;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
